title,price,location,year,mileage,list_date,URL,source
"2006 Kawasaki Vulcan VN900 * AMAZING BIKE,LOW MILES, LOTS OF EXTRAS","$4,991",lynnwood,2006,"7,000mi",6/15,https://seattle.craigslist.org/see/mcd/d/lynnwood-2006-kawasaki-vulcan-vn900/7633005142.html,craigslist
2023 Kawasaki KX 450SR Motocross,"$9,699",bellingham,2023,-1,6/15,https://seattle.craigslist.org/sno/mcd/d/bellingham-2023-kawasaki-kx-450sr/7632990476.html,craigslist
2023 Kawasaki KX 450 Motocross,"$6,599",bellingham,2023,-1,6/15,https://seattle.craigslist.org/sno/mcd/d/bellingham-2023-kawasaki-kx-450/7632990115.html,craigslist
2013 BMW F 800 GT Tour,"$4,999",bellingham,2013,41k mi,6/15,https://seattle.craigslist.org/sno/mcd/d/bellingham-2013-bmw-800-gt-tour/7632990011.html,craigslist
2023 Kawasaki KX 65 Motocross,"$3,399",bellingham,2023,-1,6/15,https://seattle.craigslist.org/sno/mcd/d/bellingham-2023-kawasaki-kx-65-motocross/7632989979.html,craigslist
2023 Kawasaki KX 85 Motocross,"$4,099",bellingham,2023,-1,6/15,https://seattle.craigslist.org/sno/mcd/d/bellingham-2023-kawasaki-kx-85-motocross/7632989966.html,craigslist
2023 Kawasaki KX 250 Motocross,"$6,499",bellingham,2023,-1,6/15,https://seattle.craigslist.org/sno/mcd/d/bellingham-2023-kawasaki-kx-250/7632989927.html,craigslist
2023 Kawasaki KX 450X Off-road,"$6,799",bellingham,2023,-1,6/15,https://seattle.craigslist.org/sno/mcd/d/bellingham-2023-kawasaki-kx-450x-off/7632989899.html,craigslist
2023 Kawasaki KX 450 Motocross,"$6,599",bellingham,2023,-1,6/15,https://seattle.craigslist.org/sno/mcd/d/bellingham-2023-kawasaki-kx-450/7632989871.html,craigslist
2023 Kawasaki KX 250 Motocross,"$6,499",bellingham,2023,-1,6/15,https://seattle.craigslist.org/sno/mcd/d/bellingham-2023-kawasaki-kx-250/7632989849.html,craigslist
2022 KTM 300 XC TPI,"$8,499",bremerton,2022,-1,6/15,https://seattle.craigslist.org/tac/mcd/d/bremerton-2022-ktm-300-xc-tpi/7632986626.html,craigslist
2020 Harley Davidson,"$20,000",bremerton,2020,"2,100mi",6/15,https://seattle.craigslist.org/kit/mcy/d/bremerton-2020-harley-davidson/7632980720.html,craigslist
2013 pro street custom,"$5,000",roslyn,2013,"5,000mi",6/15,https://seattle.craigslist.org/est/mcy/d/roslyn-2013-pro-street-custom/7632961501.html,craigslist
2023 Kawasaki KLX 230SM,"$4,699",bremerton,2023,-1,6/15,https://seattle.craigslist.org/tac/mcd/d/bremerton-2023-kawasaki-klx-230sm/7632960542.html,craigslist
SAVE OVER $2000!!! 23 KTM 450SX-F at NW Euro Cycles,"$9,899",tacoma,2000,1mi,6/15,https://seattle.craigslist.org/tac/mcd/d/tacoma-save-over-ktm-450sx-at-nw-euro/7632926445.html,craigslist
***LOW MILES*** 2013 Triumph Street Triple R,"$6,400",seattle,2013,"7,800mi",6/15,https://seattle.craigslist.org/see/mcy/d/seattle-low-miles-2013-triumph-street/7632919515.html,craigslist
2008 Genuine Buddy 125,"$1,200",bonney,2008,15k mi,6/15,https://seattle.craigslist.org/tac/mcy/d/bonney-lake-2008-genuine-buddy-125/7632910606.html,craigslist
2022 KTM 300 XC TPI,"$8,499",bremerton,2022,-1,6/15,https://seattle.craigslist.org/tac/mcd/d/bremerton-2022-ktm-300-xc-tpi/7632906651.html,craigslist
2022 Suzuki GSX-S750Z ABS,"$8,949",olympia,2022,-1,6/15,https://seattle.craigslist.org/oly/mcd/d/olympia-2022-suzuki-gsx-s750z-abs/7632906402.html,craigslist
BMW Touring RI200RT 2016,,seattle,2016,35k mi,6/15,https://seattle.craigslist.org/see/mcy/d/seattle-bmw-touring-ri200rt-2016/7632892729.html,craigslist
2019 KYMCO USA 150,"$3,200",seattle,2019,952mi,6/15,https://seattle.craigslist.org/see/mcd/d/seattle-2019-kymco-usa-150/7632892105.html,craigslist
2019 Indian Motorcycle Scout ABS Deep Water Metallic,"$9,500",seattle,2019,-1,6/15,https://seattle.craigslist.org/see/mcd/d/seattle-2019-indian-motorcycle-scout/7632892017.html,craigslist
1993 Suzuki Intruder (800cc),"$2,800",everett,1993,"8,317mi",6/15,https://seattle.craigslist.org/see/mcy/d/everett-1993-suzuki-intruder-800cc/7632891070.html,craigslist
2020 Harley Davidson XL1200NS,"$8,988",tacoma,2020,"1,594mi",6/15,https://seattle.craigslist.org/tac/mcd/d/tacoma-2020-harley-davidson-xl1200ns/7632867253.html,craigslist
2015 KTM 1290 Super Adventure,"$8,500",seattle,2015,20k mi,6/15,https://seattle.craigslist.org/see/mcy/d/seattle-2015-ktm-1290-super-adventure/7632844798.html,craigslist
KTM 85sx,"$2,500",kent,-1,145mi,6/15,https://seattle.craigslist.org/skc/mcy/d/kent-ktm-85sx/7632840134.html,craigslist
2023 Kawasaki Versys 1000 SE LT,"$17,899",bremerton,2023,-1,6/15,https://seattle.craigslist.org/tac/mcd/d/bremerton-2023-kawasaki-versys-1000-se/7632820535.html,craigslist
2008 Honda Goldwing GL1800 ABS Nav,"$13,000",snohomish,2008,"8,548mi",6/15,https://seattle.craigslist.org/sno/mcy/d/snohomish-2008-honda-goldwing-gl1800/7632814479.html,craigslist
2003 Suzuki Volusia,"$2,200",steilacoom,2003,41k mi,6/15,https://seattle.craigslist.org/tac/mcy/d/steilacoom-2003-suzuki-volusia/7632813234.html,craigslist
2023 Suzuki GSX-S750Z ABS,"$9,149",bremerton,2023,-1,6/15,https://seattle.craigslist.org/tac/mcd/d/bremerton-2023-suzuki-gsx-s750z-abs/7632796844.html,craigslist
2022 Suzuki DR-Z400SM,"$7,599",olympia,2022,-1,6/15,https://seattle.craigslist.org/oly/mcd/d/olympia-2022-suzuki-dr-z400sm/7632796662.html,craigslist
2022 Harley-Davidson Electra Glide Ultra Limited,"$35,999",silverdale,2022,"5,499mi",6/15,https://seattle.craigslist.org/kit/mcd/d/silverdale-2022-harley-davidson-electra/7632795161.html,craigslist
2016 Harley-Davidson Electra Glide CVO Limited,"$24,999",tacoma,2016,43k mi,6/15,https://seattle.craigslist.org/tac/mcd/d/tacoma-2016-harley-davidson-electra/7632795070.html,craigslist
2019 Honda Africa Twin CRF1000l Manual,"$11,950",belfair,2019,"4,430mi",6/15,https://seattle.craigslist.org/see/mcy/d/belfair-2019-honda-africa-twin-crf1000l/7632746839.html,craigslist
BMW F850GS Adventure Premium,"$15,300",seattle,-1,"1,300mi",6/14,https://seattle.craigslist.org/see/mcy/d/seattle-bmw-f850gs-adventure-premium/7632734784.html,craigslist
1991 Harley Davidson Fatboy,"$5,850",ferndale,1991,"3,649mi",6/14,https://seattle.craigslist.org/see/mcy/d/ferndale-1991-harley-davidson-fatboy/7632722439.html,craigslist
2004 BMW R1150RT,"$15,000",shelton,2004,76k mi,6/14,https://seattle.craigslist.org/oly/mcy/d/shelton-2004-bmw-r1150rt/7632719849.html,craigslist
2017 HONDA CRF250R,"$6,000",olympia,2017,69mi,6/14,https://seattle.craigslist.org/see/mcy/d/olympia-2017-honda-crf250r/7632699405.html,craigslist
2013 EX300 Ninja,"$3,000",seattle,2013,"4,850mi",6/14,https://seattle.craigslist.org/see/mcy/d/seattle-2013-ex300-ninja/7632696308.html,craigslist
Pit Bike,$800,olympia,-1,100mi,6/14,https://seattle.craigslist.org/oly/mcy/d/olympia-pit-bike/7632692905.html,craigslist
harley heritage springer,"$12,000",bothell,-1,"7,300mi",6/14,https://seattle.craigslist.org/sno/mcy/d/bothell-harley-heritage-springer/7632692551.html,craigslist
2009 Kawasaki Vulcan 900 Custom,"$4,200",port,2009,22k mi,6/14,https://seattle.craigslist.org/kit/mcy/d/port-orchard-2009-kawasaki-vulcan-900/7632692157.html,craigslist
Harley Fat Boy,"$5,850",tacoma,-1,26k mi,6/14,https://seattle.craigslist.org/kit/mcy/d/tacoma-harley-fat-boy/7632686165.html,craigslist
2017 Honda VFR1200X,"$10,999",hillsboro,2017,1mi,6/14,https://seattle.craigslist.org/see/mcd/d/hillsboro-2017-honda-vfr1200x/7632678089.html,craigslist
2023 KAWASAKI KLX230R #1498,"$4,349",lacey,2023,1mi,6/14,https://seattle.craigslist.org/oly/mcd/d/lacey-2023-kawasaki-klx230r-1498/7632671799.html,craigslist
2022 KAWASAKI KLX300R #6577,"$5,299",lacey,2022,1mi,6/14,https://seattle.craigslist.org/oly/mcd/d/lacey-2022-kawasaki-klx300r-6577/7632669831.html,craigslist
2023 Ducati Streetfighter V4 SP2 Winter Test,"$47,999",hillsboro,2023,500mi,6/14,https://seattle.craigslist.org/see/mcd/d/hillsboro-2023-ducati-streetfighter-v4/7632664866.html,craigslist
2019 Husqvarna FX 450,"$6,200",issaquah,2019,1mi,6/14,https://seattle.craigslist.org/see/mcy/d/issaquah-2019-husqvarna-fx-450/7632660873.html,craigslist
2022 KAWASAKI KLX140R L,"$3,199",lacey,2022,1mi,6/14,https://seattle.craigslist.org/oly/mcd/d/lacey-2022-kawasaki-klx140r/7632660815.html,craigslist
2021 Honda ADV 150,"$3,200",seattle,2021,"2,400mi",6/14,https://seattle.craigslist.org/see/mcy/d/seattle-2021-honda-adv-150/7632659972.html,craigslist
2014 Honda NC700 X 6-Speed,"$4,200",tacoma,2014,10k mi,6/14,https://seattle.craigslist.org/tac/mcy/d/tacoma-2014-honda-nc700-6-speed/7632656001.html,craigslist
2018 KTM 690R ENDURO ONLY 3500 MI FRESH OIL FMF EXHAUST RACK LEVERS,"$9,999",wilkeson,2018,"3,422mi",6/14,https://seattle.craigslist.org/skc/mcd/d/wilkeson-2018-ktm-690r-enduro-only-3500/7632651828.html,craigslist
2021 SUZUKI DRZSM400,"$7,149",seattle,2021,700mi,6/14,https://seattle.craigslist.org/see/mcy/d/seattle-2021-suzuki-drzsm400/7632645361.html,craigslist
Bill Barrett,"$5,000",oak,-1,"1,000mi",6/14,https://seattle.craigslist.org/see/mcy/d/oak-harbor-bill-barrett/7632640586.html,craigslist
1979 Harley Davidson Low Rider Shovelhead,"$9,500",seattle,1979,12k mi,6/14,https://seattle.craigslist.org/skc/mcy/d/seattle-1979-harley-davidson-low-rider/7632638977.html,craigslist
2021 HONDA CRF450R WORKS EDITION LOW DIRT HR RIDE FINESSE RAMP BIKE,"$8,999",wilkeson,2021,-1,6/14,https://seattle.craigslist.org/skc/mcd/d/wilkeson-2021-honda-crf450r-works/7632636872.html,craigslist
2023 CFMoto 650 Adventura,"$6,799",bremerton,2023,-1,6/14,https://seattle.craigslist.org/tac/mcd/d/bremerton-2023-cfmoto-650-adventura/7632626654.html,craigslist
2022 Kawasaki Z650 Naked,"$6,499",bellingham,2022,"3,653mi",6/14,https://seattle.craigslist.org/sno/mcd/d/bellingham-2022-kawasaki-z650-naked/7632625961.html,craigslist
2018 Kawasaki KLX 250 On / Off-Road,"$4,395",bellingham,2018,"1,803mi",6/14,https://seattle.craigslist.org/sno/mcd/d/bellingham-2018-kawasaki-klx-250-on-off/7632625919.html,craigslist
2020 Husqvarna TC 85 17/14 Motocross,"$3,999",bellingham,2020,-1,6/14,https://seattle.craigslist.org/sno/mcd/d/bellingham-2020-husqvarna-tc-motocross/7632625910.html,craigslist
2023 Husqvarna TX 300 Off-Road,"$8,999",bellingham,2023,-1,6/14,https://seattle.craigslist.org/sno/mcd/d/bellingham-2023-husqvarna-tx-300-off/7632625892.html,craigslist
2012 Yamaha VStar 950,"$8,500",tacoma,2012,"6,700mi",6/14,https://seattle.craigslist.org/tac/mcy/d/tacoma-2012-yamaha-vstar-950/7632618851.html,craigslist
2017 Harley Davidson Street Glide Special,"$20,000",university,2017,"9,500mi",6/14,https://seattle.craigslist.org/tac/mcy/d/university-place-2017-harley-davidson/7632610983.html,craigslist
2021 Polaris Slingshot White and Black Near Brand New With 500 miles,"$25,900",tacoma,2021,496mi,6/14,https://seattle.craigslist.org/tac/mcd/d/tacoma-2021-polaris-slingshot-white-and/7632607472.html,craigslist
2023 Husqvarna TC 250,"$9,049",bremerton,2023,-1,6/14,https://seattle.craigslist.org/tac/mcd/d/bremerton-2023-husqvarna-tc-250/7632602765.html,craigslist
2012 Vespa PIAG LX150,"$2,500",poulsbo,2012,"1,519mi",6/14,https://seattle.craigslist.org/kit/mcy/d/poulsbo-2012-vespa-piag-lx150/7632599672.html,craigslist
2003 Suzuki GSXR1000,"$5,150",seattle,2003,38k mi,6/14,https://seattle.craigslist.org/see/mcy/d/seattle-2003-suzuki-gsxr1000/7632595675.html,craigslist
1971 CZ 250 Motocross,"$7,500",lynnwood,1971,999mi,6/14,https://seattle.craigslist.org/sno/mcy/d/lynnwood-1971-cz-250-motocross/7632582412.html,craigslist
2022 Husqvarna TE 300i Rockstar Edition,"$11,799",bremerton,2022,-1,6/14,https://seattle.craigslist.org/tac/mcd/d/bremerton-2022-husqvarna-te-300i/7632577354.html,craigslist
2014 Yamaha XVS950 Touring,"$6,988",tacoma,2014,"7,802mi",6/14,https://seattle.craigslist.org/tac/mcd/d/tacoma-2014-yamaha-xvs950-touring/7632575453.html,craigslist
2022 Honda VT1300 Fury,"$9,988",tacoma,2022,276mi,6/14,https://seattle.craigslist.org/tac/mcd/d/tacoma-2022-honda-vt1300-fury/7632574907.html,craigslist
2015 HARLEY-DAVIDSON ELECTRA GLIDE TOURING ULTRA LIMITED,"$14,900",bellevue,2015,21k mi,6/14,https://seattle.craigslist.org/est/mcy/d/bellevue-2015-harley-davidson-electra/7632571515.html,craigslist
2023 HUSQVARNA FX 450 #7819,"$9,649",lacey,2023,1mi,6/14,https://seattle.craigslist.org/oly/mcd/d/lacey-2023-husqvarna-fx/7632569475.html,craigslist
2007 Pro street custom built Harley-Davidson chopper motorcycle,"$15,000",seattle,2007,16k mi,6/14,https://seattle.craigslist.org/see/mcy/d/seattle-2007-pro-street-custom-built/7632565065.html,craigslist
1991 Kawasaki Zephyr ZR750-C1,"$2,000",seattle,1991,28k mi,6/14,https://seattle.craigslist.org/see/mcy/d/seattle-1991-kawasaki-zephyr-zr750-c1/7632564172.html,craigslist
2023 HUSQVARNA FC 450  #1581,"$9,499",lacey,2023,1mi,6/14,https://seattle.craigslist.org/oly/mcd/d/lacey-2023-husqvarna-fc/7632559852.html,craigslist
2022 CFMoto Papio,"$2,999",bremerton,2022,-1,6/14,https://seattle.craigslist.org/tac/mcd/d/bremerton-2022-cfmoto-papio/7632550791.html,craigslist
2024 Triumph STREET TRIPLE 765 MOTO2 Moto2 Edition Triumph STREET TRIP,"$15,395",spokane,2024,-1,6/14,https://seattle.craigslist.org/see/mcd/d/spokane-2024-triumph-street-triple-765/7632531048.html,craigslist
2022 ZERO SR,"$18,995",kent,2022,124mi,6/14,https://seattle.craigslist.org/see/mcd/d/kent-2022-zero-sr/7632525615.html,craigslist
2023 Honda Rebel 500 ABS SE,"$6,949",olympia,2023,-1,6/14,https://seattle.craigslist.org/oly/mcd/d/olympia-2023-honda-rebel-500-abs-se/7632523475.html,craigslist
2003 Honda CR250R,"$3,500",monroe,2003,20mi,6/14,https://seattle.craigslist.org/sno/mcy/d/monroe-2003-honda-cr250r/7632522490.html,craigslist
2019 Suzuki RMZ 450 RMZ450 // FMF PC4 Exhaust // Low Hours // RM Z450,"$6,495",portland,2019,25mi,6/14,https://seattle.craigslist.org/see/mcd/d/portland-2019-suzuki-rmz-450-rmz450-fmf/7632522385.html,craigslist
2022 Suzuki DRZ 400SM // Low 600 Mls // 1 Owner // Like NEW DRZ400 SM,"$7,995",portland,2022,600mi,6/14,https://seattle.craigslist.org/see/mcd/d/portland-2022-suzuki-drz-400sm-low-600/7632522135.html,craigslist
2007 Suzuki Boulevard M109R // 17k Mls // New Tires // Clean Title,"$7,995",portland,2007,17k mi,6/14,https://seattle.craigslist.org/see/mcd/d/portland-2007-suzuki-boulevard-m109r/7632521762.html,craigslist
2019 KTM 690 SMC R // 3k Mls // New Tire // TST Parts // Clean Title!!,"$9,995",portland,2019,"3,000mi",6/14,https://seattle.craigslist.org/see/mcd/d/portland-2019-ktm-690-smc-3k-mls-new/7632521460.html,craigslist
2018 KTM 250 SX // FMF PC 2.1 Exhaust / Low 42 Hrs / Serviced / Clean!,"$6,995",portland,2018,42mi,6/14,https://seattle.craigslist.org/see/mcd/d/portland-2018-ktm-250-sx-fmf-pc-21/7632521102.html,craigslist
1984 Honda CR500R,"$3,500",seattle,1984,"1,000mi",6/14,https://seattle.craigslist.org/see/mcy/d/seattle-1984-honda-cr500r/7632516661.html,craigslist
2022 KAYO TT 125 #2284,"$1,798",lacey,2022,1mi,6/14,https://seattle.craigslist.org/oly/mcd/d/lacey-2022-kayo-tt/7632516573.html,craigslist
2023 KAWASAKI KLX110R #1549,"$2,249",lacey,2023,1mi,6/14,https://seattle.craigslist.org/oly/mcd/d/lacey-2023-kawasaki-klx110r-1549/7632516151.html,craigslist
"23 KTM 125XC Save Over$1,600 @ NW European Cycles!!!","$7,799",tacoma,-1,1mi,6/14,https://seattle.craigslist.org/tac/mcd/d/tacoma-23-ktm-125xc-save-over1600-nw/7632514120.html,craigslist
2002 Harley Davidson XL883,"$3,800",puyallup,2002,25k mi,6/14,https://seattle.craigslist.org/tac/mcy/d/puyallup-2002-harley-davidson-xl883/7632509012.html,craigslist
2019 Harley Davidson FLTRU - Road Glide Ultra,"$23,300",seattle,2019,15k mi,6/14,https://seattle.craigslist.org/see/mcd/d/seattle-2019-harley-davidson-fltru-road/7632508858.html,craigslist
2003 Yamaha TTR 125 L,"$2,000",marysville,2003,600mi,6/14,https://seattle.craigslist.org/sno/mcy/d/marysville-2003-yamaha-ttr-125/7632508772.html,craigslist
2019 DUCATI Multistrada 1260 Pikes Peak,"$18,500",seattle,2019,"2,102mi",6/14,https://seattle.craigslist.org/see/mcd/d/seattle-2019-ducati-multistrada-1260/7632508633.html,craigslist
2023 KAWASAKI KX 250 #7824,"$6,999",lacey,2023,1mi,6/14,https://seattle.craigslist.org/oly/mcd/d/lacey-2023-kawasaki-kx/7632508606.html,craigslist
2023 HUSQVARNA FC 250 #2439,"$10,999",lacey,2023,1mi,6/14,https://seattle.craigslist.org/oly/mcd/d/lacey-2023-husqvarna-fc/7632498459.html,craigslist
2022 KTM 300 XC TPI,"$8,499",bremerton,2022,-1,6/14,https://seattle.craigslist.org/tac/mcd/d/bremerton-2022-ktm-300-xc-tpi/7632494414.html,craigslist
Harley Davidson Trike,"$12,000",mount,-1,"9,599mi",6/14,https://seattle.craigslist.org/see/mcy/d/mount-vernon-harley-davidson-trike/7632493218.html,craigslist
2021 Yamaha XT,"$4,999",olympia,2021,"1,647mi",6/14,https://seattle.craigslist.org/oly/mcd/d/olympia-2021-yamaha-xt/7632483942.html,craigslist
Sold 2010 Superglide,"$8,500",tacoma,2010,20k mi,6/14,https://seattle.craigslist.org/tac/mcy/d/tacoma-sold-2010-superglide/7632469944.html,craigslist
2022 Kayo TD 125,"$1,549",bremerton,2022,-1,6/14,https://seattle.craigslist.org/tac/mcd/d/bremerton-2022-kayo-td-125/7632464364.html,craigslist
2023 HUSQVARNA FS 450 SuperMoto #1883,"$10,999",lacey,2023,1mi,6/14,https://seattle.craigslist.org/oly/mcd/d/lacey-2023-husqvarna-fs-450-supermoto/7632464316.html,craigslist
Sold 2010 FXD Harley Davidson Super Glide,"$8,500",nordland,2010,20k mi,6/14,https://seattle.craigslist.org/see/mcy/d/nordland-sold-2010-fxd-harley-davidson/7632462437.html,craigslist
2023 HUSQVARNA TC 250 #2640,"$9,049",lacey,2023,1mi,6/14,https://seattle.craigslist.org/oly/mcd/d/lacey-2023-husqvarna-tc/7632455261.html,craigslist
2023 HUSQVARNA TC 125 HERITAGE #4313,,lacey,2023,1mi,6/14,https://seattle.craigslist.org/oly/mcd/d/lacey-2023-husqvarna-tc-125-heritage/7632449724.html,craigslist
2022 Can-Am Spyder RT Sea-To-Sky,"$26,550",renton,2022,"1,757mi",6/14,https://seattle.craigslist.org/see/mcd/d/renton-2022-can-am-spyder-rt-sea-to-sky/7632437844.html,craigslist
2023 KTM 250 SX,"$8,649",bremerton,2023,-1,6/14,https://seattle.craigslist.org/tac/mcd/d/bremerton-2023-ktm-250-sx/7632436689.html,craigslist
Harley Springer Softail Springer,"$6,000",bellevue,-1,17k mi,6/14,https://seattle.craigslist.org/est/mcy/d/bellevue-harley-springer-softail/7632433429.html,craigslist
2022 Honda CRF450RX,"$9,899",olympia,2022,-1,6/14,https://seattle.craigslist.org/oly/mcd/d/olympia-2022-honda-crf450rx/7632412926.html,craigslist
2023 Honda CRF450RX,"$9,899",lakewood,2023,-1,6/14,https://seattle.craigslist.org/tac/mcd/d/lakewood-2023-honda-crf450rx/7632412746.html,craigslist
2022 Harley-Davidson Softail Street Bob 114,"$16,999",silverdale,2022,"1,959mi",6/14,https://seattle.craigslist.org/kit/mcd/d/silverdale-2022-harley-davidson-softail/7632411021.html,craigslist
2021 Harley-Davidson Iron 883' Iron 883,"$10,499",tacoma,2021,367mi,6/14,https://seattle.craigslist.org/tac/mcd/d/tacoma-2021-harley-davidson-iron-883/7632410973.html,craigslist
2015 Harley-Davidson Sportster Iron 883,"$7,499",tacoma,2015,30k mi,6/14,https://seattle.craigslist.org/tac/mcd/d/tacoma-2015-harley-davidson-sportster/7632410965.html,craigslist
Suzuki SV650,"$5,750",bothell,-1,17k mi,6/14,https://seattle.craigslist.org/sno/mcy/d/bothell-suzuki-sv650/7632378321.html,craigslist
2007 BMW K1200S,"$5,000",seattle,2007,41k mi,6/13,https://seattle.craigslist.org/see/mcy/d/seattle-2007-bmw-k1200s/7632347724.html,craigslist
BMW K1200rs,"$5,500",renton,-1,"2,800mi",6/13,https://seattle.craigslist.org/see/mcy/d/renton-bmw-k1200rs/7632343653.html,craigslist
2015 APRILIA CAPONORDO 1200 SPORT TOURING*SUPER SERVICED*NEW MICHELINS,"$6,898",bellevue,2015,18k mi,6/13,https://seattle.craigslist.org/est/mcd/d/bellevue-2015-aprilia-caponordo-1200/7632341620.html,craigslist
2021 HARLEY 883XL SPORTSTER **3200 ORIGINAL MILES**,"$6,798",bellevue,2021,"3,200mi",6/13,https://seattle.craigslist.org/est/mcd/d/bellevue-2021-harley-883xl-sportster/7632341572.html,craigslist
2006 Yamaha Stratoliner,"$5,000",olympia,2006,30k mi,6/13,https://seattle.craigslist.org/oly/mcy/d/olympia-2006-yamaha-stratoliner/7632331034.html,craigslist
Yamaha XS650 Custom Sell/Trade,"$5,000",edmonds,-1,500mi,6/13,https://seattle.craigslist.org/see/mcy/d/edmonds-yamaha-xs650-custom-sell-trade/7632328571.html,craigslist
2004 Honda vfr800,"$4,500",auburn,2004,29k mi,6/13,https://seattle.craigslist.org/skc/mcy/d/auburn-2004-honda-vfr800/7632310396.html,craigslist
2010 Dyna Wide Glide,"$10,500",spanaway,2010,19k mi,6/13,https://seattle.craigslist.org/tac/mcy/d/spanaway-2010-dyna-wide-glide/7632306283.html,craigslist
2023 HUSQVARNA VITPILEN 401 #3717,"$5,649",lacey,2023,1mi,6/13,https://seattle.craigslist.org/oly/mcd/d/lacey-2023-husqvarna-vitpilen/7632294617.html,craigslist
2022 Indian Super Chief,"$16,490",olympia,2022,"3,293mi",6/13,https://seattle.craigslist.org/oly/mcd/d/olympia-2022-indian-super-chief/7632277002.html,craigslist
2020 BMW F900XR,"$8,890",olympia,2020,"5,093mi",6/13,https://seattle.craigslist.org/oly/mcd/d/olympia-2020-bmw-f900xr/7632276798.html,craigslist
"2001 Suzuki DRZ400 (dual sport, street legal)","$3,000",galvin,2001,"6,039mi",6/13,https://seattle.craigslist.org/oly/mcy/d/galvin-2001-suzuki-drz400-dual-sport/7632275330.html,craigslist
1974 Suzuki TS250,"$1,200",tonasket,1974,"8,022mi",6/13,https://seattle.craigslist.org/see/mcy/d/tonasket-1974-suzuki-ts250/7632267835.html,craigslist
2008 MOTO GUZZI 1100 Breva,"$3,500",tenino,2008,22k mi,6/13,https://seattle.craigslist.org/oly/mcy/d/tenino-2008-moto-guzzi-1100-breva/7632267288.html,craigslist
2016 Ducati Multistrada Enduro,"$12,500",renton,2016,12k mi,6/13,https://seattle.craigslist.org/see/mcy/d/renton-2016-ducati-multistrada-enduro/7632256671.html,craigslist
2019 Royal Enfield 650 Cafe Racer,"$5,000",lakewood,2019,"1,990mi",6/13,https://seattle.craigslist.org/tac/mcy/d/lakewood-2019-royal-enfield-650-cafe/7632256011.html,craigslist
2008 1200 GS Adventure,"$8,000",mercer,2008,53k mi,6/13,https://seattle.craigslist.org/est/mcy/d/mercer-island-gs-adventure/7632255900.html,craigslist
2023 KTM 890 Adventure,"$13,949",bremerton,2023,-1,6/13,https://seattle.craigslist.org/tac/mcd/d/bremerton-2023-ktm-890-adventure/7632245763.html,craigslist
Harley Davidson,"$5,000",graham,-1,"5,900mi",6/13,https://seattle.craigslist.org/tac/mcy/d/graham-harley-davidson/7632242165.html,craigslist
1979 yamaha xs650 for parts,$200,port,1979,"1,000mi",6/13,https://seattle.craigslist.org/kit/mcd/d/port-townsend-1979-yamaha-xs650-for/7632240515.html,craigslist
2004 Harley Davidson FXDWGI,"$7,550",sumner,2004,18k mi,6/13,https://seattle.craigslist.org/see/mcy/d/sumner-2004-harley-davidson-fxdwgi/7632235676.html,craigslist
2009 BMW F650gs twin,"$5,500",tacoma,2009,32k mi,6/13,https://seattle.craigslist.org/tac/mcy/d/tacoma-2009-bmw-f650gs-twin/7632220393.html,craigslist
"2007 F650GS Single w/Jesse Luggage -Trade for FJ09, MT09 etc","$4,500",graham,2007,51k mi,6/13,https://seattle.craigslist.org/tac/mcy/d/graham-2007-f650gs-single-jesse-luggage/7632219831.html,craigslist
2014 Triumph street triple,"$6,500",monroe,2014,13k mi,6/13,https://seattle.craigslist.org/sno/mcy/d/monroe-2014-triumph-street-triple/7632219721.html,craigslist
2023 Honda Metropolitan,"$2,599",lakewood,2023,-1,6/13,https://seattle.craigslist.org/tac/mcd/d/lakewood-2023-honda-metropolitan/7632214780.html,craigslist
"2022 Triumph Speed Triple RS - 1,909 Miles - 1160cc Inline Triple","$15,499",redmond,2022,"1,909mi",6/13,https://seattle.craigslist.org/est/mcd/d/redmond-2022-triumph-speed-triple-rs/7632213425.html,craigslist
2015 Yamaha FJ-09,"$6,995",olympia,2015,22k mi,6/13,https://seattle.craigslist.org/oly/mcd/d/olympia-2015-yamaha-fj-09/7632212621.html,craigslist
BMW K1200s  - only 570 miles!,"$12,995",woodinville,-1,570mi,6/13,https://seattle.craigslist.org/see/mcy/d/woodinville-bmw-k1200s-only-570-miles/7632207800.html,craigslist
2022 KTM 300 XC TPI,"$8,499",bremerton,2022,-1,6/13,https://seattle.craigslist.org/tac/mcd/d/bremerton-2022-ktm-300-xc-tpi/7632194688.html,craigslist
2006 Electra Glide Classic,"$6,000",seattle,2006,40k mi,6/13,https://seattle.craigslist.org/see/mcy/d/seattle-2006-electra-glide-classic/7632193009.html,craigslist
2023 HUSQVARNA FC 450 ROCKSTAR EDITION #0613,"$12,199",lacey,2023,1mi,6/13,https://seattle.craigslist.org/oly/mcd/d/lacey-2023-husqvarna-fc-450-rockstar/7632180446.html,craigslist
2020 Yamaha YZ450F,"$6,999",eatonville,2020,450mi,6/13,https://seattle.craigslist.org/tac/mcd/d/eatonville-2020-yamaha-yz450f/7632179975.html,craigslist
2023 HUSQVARNA TC 125 HERITAGE #4313,"$7,399",lacey,2023,1mi,6/13,https://seattle.craigslist.org/oly/mcd/d/lacey-2023-husqvarna-tc-125-heritage/7632179964.html,craigslist
2023 HUSQVARNA 701 ENDURO #3955,"$12,999",lacey,2023,1mi,6/13,https://seattle.craigslist.org/oly/mcd/d/lacey-2023-husqvarna-701-enduro-3955/7632179766.html,craigslist
