title,price,location,year,mileage,list_date,URL,source
2016 Harley - Davidson Electra Glide Ultra Limited,"$10,900",eatonville,2016,61k mi,6/13,https://seattle.craigslist.org/tac/mcd/d/eatonville-2016-harley-davidson-electra/7632179696.html,craigslist
"Sold Sold 2013 Triumph Street Triple ABS - 15,838 Miles - 675cc Triple","$5,999",redmond,2013,16k mi,6/13,https://seattle.craigslist.org/est/mcd/d/redmond-sold-sold-2013-triumph-street/7632170958.html,craigslist
2023 DUAL MOTOR 6000W E-Scooters,"$3,750",seattle,2023,1mi,6/13,https://seattle.craigslist.org/est/mcd/d/seattle-2023-dual-motor-6000w-scooters/7632170372.html,craigslist
"SALE: New 32MPH 2000W E-Scooters, 60V 20AH, Up to 30mile Range","$1,200",seattle,-1,1mi,6/13,https://seattle.craigslist.org/est/mcd/d/seattle-sale-new-32mph-2000w-scooters/7632169978.html,craigslist
Honda Xr650l,"$4,750",auburn,-1,10k mi,6/13,https://seattle.craigslist.org/see/mcy/d/auburn-honda-xr650l/7632168592.html,craigslist
2006 Harley Davidson  Sportster 1200 Roadster,"$5,000",camano,2006,"2,873mi",6/13,https://seattle.craigslist.org/sno/mcy/d/camano-island-2006-harley-davidson/7632168187.html,craigslist
1967 BMW R60/2,"$9,250",eugene,1967,39k mi,6/13,https://seattle.craigslist.org/see/mcy/d/eugene-1967-bmw-r60/7632167778.html,craigslist
2023 Kawasaki Z H2,"$17,500",bremerton,2023,-1,6/13,https://seattle.craigslist.org/tac/mcd/d/bremerton-2023-kawasaki-h2/7632167622.html,craigslist
2021 CAN-AM RYKER 900 ACE 4533,"$8,499",lacey,2021,1mi,6/13,https://seattle.craigslist.org/oly/mcd/d/lacey-2021-can-am-ryker-900-ace-4533/7632162055.html,craigslist
2024 KTM 300 XC at NW European Cycles,"$11,299",tacoma,2024,1mi,6/13,https://seattle.craigslist.org/tac/mcd/d/tacoma-2024-ktm-300-xc-at-nw-european/7632148464.html,craigslist
2023 DUCATI DESERT X,"$20,999",kent,2023,72mi,6/13,https://seattle.craigslist.org/see/mcd/d/kent-2023-ducati-desert/7632142886.html,craigslist
2023 Suzuki RM-Z450,"$8,999",olympia,2023,-1,6/13,https://seattle.craigslist.org/oly/mcd/d/olympia-2023-suzuki-rm-z450/7632139437.html,craigslist
2023 Honda CRF450R-S,"$8,799",lakewood,2023,-1,6/13,https://seattle.craigslist.org/tac/mcd/d/lakewood-2023-honda-crf450r/7632139193.html,craigslist
1986 Suzuki GSX-R 750,"$10,995",seattle,1986,"8,431mi",6/13,https://seattle.craigslist.org/see/mcd/d/seattle-1986-suzuki-gsx-750/7632138209.html,craigslist
1994 Honda Magna,"$3,500",lynnwood,1994,10k mi,6/13,https://seattle.craigslist.org/see/mcy/d/lynnwood-1994-honda-magna/7632137277.html,craigslist
1998 Suzuki Intruder 1400,"$3,500",everett,1998,"6,300mi",6/13,https://seattle.craigslist.org/sno/mcy/d/everett-1998-suzuki-intruder-1400/7632132749.html,craigslist
2017 Ducati Multistrada,"$13,400",entiat,2017,"5,300mi",6/13,https://seattle.craigslist.org/see/mcy/d/entiat-2017-ducati-multistrada/7632130060.html,craigslist
2018 Zero DS ZF 7.2,"$10,500",seattle,2018,363mi,6/13,https://seattle.craigslist.org/see/mcd/d/seattle-2018-zero-ds-zf-72/7632124296.html,craigslist
2018 Triumph Tiger 1200 XCA Crystal White,"$16,200",seattle,2018,18k mi,6/13,https://seattle.craigslist.org/see/mcd/d/seattle-2018-triumph-tiger-1200-xca/7632124198.html,craigslist
Kawasaki Vulcan 900 Classic LT,"$5,500",olympia,-1,"6,753mi",6/13,https://seattle.craigslist.org/oly/mcy/d/olympia-kawasaki-vulcan-900-classic-lt/7632121537.html,craigslist
1982 Yamaha YZ490 - (005991),"$5,500",bremerton,1982,1mi,6/13,https://seattle.craigslist.org/kit/mcd/d/bremerton-1982-yamaha-yz/7632118606.html,craigslist
2018 Kawasaki Versys 650 LT (A26304),"$7,495",bremerton,2018,23k mi,6/13,https://seattle.craigslist.org/kit/mcd/d/bremerton-2018-kawasaki-versys-650-lt/7632118390.html,craigslist
2023 Kawasaki Ninja ZX -10R,"$16,899",bremerton,2023,-1,6/13,https://seattle.craigslist.org/tac/mcd/d/bremerton-2023-kawasaki-ninja-zx-10r/7632109206.html,craigslist
Baja mini bikes,$750,federal,-1,100mi,6/13,https://seattle.craigslist.org/skc/mcy/d/federal-way-baja-mini-bikes/7632104022.html,craigslist
2019 Honda CRF250L dual purpose bike,,kittitas,2019,"1,002mi",6/13,https://seattle.craigslist.org/see/mcd/d/kittitas-2019-honda-crf250l-dual/7632096818.html,craigslist
New 2022 SSR SR150 electric start dirt bike,,kittitas,2022,1mi,6/13,https://seattle.craigslist.org/see/mcd/d/kittitas-new-2022-ssr-sr150-electric/7632096244.html,craigslist
2015  Ninja 300 Motorcycle Engine only,$995,kent,2015,"6,374mi",6/13,https://seattle.craigslist.org/see/mcy/d/kent-2015-ninja-300-motorcycle-engine/7632096095.html,craigslist
New 2023 Yamaha TTR50E,,kittitas,2023,1mi,6/13,https://seattle.craigslist.org/see/mcd/d/kittitas-new-2023-yamaha-ttr50e/7632096019.html,craigslist
1984 HONDA XR 500R,"$2,500",south,1984,"1,100mi",6/13,https://seattle.craigslist.org/tac/mcy/d/south-prairie-1984-honda-xr-500r/7632088848.html,craigslist
2022 KTM 300 XC TPI,"$8,499",bremerton,2022,-1,6/13,https://seattle.craigslist.org/tac/mcd/d/bremerton-2022-ktm-300-xc-tpi/7632078226.html,craigslist
2019 Harley-Davidson XL 1200NS - Sportster Iron 1200,"$9,299",lakewood,2019,-1,6/13,https://seattle.craigslist.org/tac/mcd/d/lakewood-2019-harley-davidson-xl-1200ns/7632069638.html,craigslist
Zero SR/S premium 2020,"$12,900",kingston,2020,"2,000mi",6/13,https://seattle.craigslist.org/kit/mcy/d/kingston-zero-sr-premium-2020/7632069509.html,craigslist
Triumph America LT 2014,"$4,300",eatonville,2014,15k mi,6/13,https://seattle.craigslist.org/tac/mcy/d/eatonville-triumph-america-lt-2014/7632069302.html,craigslist
2019 Harley-Davidson Street Glide Special FLHXS,,renton,2019,18k mi,6/13,https://seattle.craigslist.org/see/mcd/d/renton-2019-harley-davidson-street/7632050983.html,craigslist
2023 Husqvarna TC 65,"$4,749",bremerton,2023,-1,6/13,https://seattle.craigslist.org/tac/mcd/d/bremerton-2023-husqvarna-tc-65/7632050378.html,craigslist
1977 HONDA CB550K,"$6,500",clearlake,1977,"6,600mi",6/13,https://seattle.craigslist.org/see/mcy/d/clearlake-1977-honda-cb550k/7632035016.html,craigslist
2022 KTM 300 XC TPI,"$8,499",bremerton,2022,-1,6/13,https://seattle.craigslist.org/tac/mcd/d/bremerton-2022-ktm-300-xc-tpi/7632026864.html,craigslist
2022 Honda CRF-E2,"$3,199",olympia,2022,-1,6/13,https://seattle.craigslist.org/oly/mcd/d/olympia-2022-honda-crf-e2/7632026649.html,craigslist
2022 Husqvarna TC 125,"$6,999",lakewood,2022,-1,6/13,https://seattle.craigslist.org/tac/mcd/d/lakewood-2022-husqvarna-tc-125/7632026459.html,craigslist
2008 Harley-Davidson Electra Glide Ultra Classic,,silverdale,2008,"9,367mi",6/13,https://seattle.craigslist.org/kit/mcd/d/silverdale-2008-harley-davidson-electra/7632025170.html,craigslist
2022 Harley-Davidson Pan America 1250 Special,"$21,999",tacoma,2022,"3,267mi",6/13,https://seattle.craigslist.org/tac/mcd/d/tacoma-2022-harley-davidson-pan-america/7632025154.html,craigslist
2018 Harley-Davidson Road Glide Touring Special,"$17,999",tacoma,2018,69k mi,6/13,https://seattle.craigslist.org/tac/mcd/d/tacoma-2018-harley-davidson-road-glide/7632025110.html,craigslist
1971 Triumph TR6 bobber with suicide shift,"$6,000",auburn,1971,123mi,6/13,https://seattle.craigslist.org/see/mcy/d/auburn-1971-triumph-tr6-bobber-with/7632023415.html,craigslist
2024 KTM 85 SX 19/16 MX,"$6,899",bellingham,2024,-1,6/13,https://seattle.craigslist.org/sno/mcd/d/bellingham-2024-ktm-85-sx-mx/7632005947.html,craigslist
2023 KTM 790 Duke Naked,"$9,199",bellingham,2023,-1,6/13,https://seattle.craigslist.org/sno/mcd/d/bellingham-2023-ktm-790-duke-naked/7632005921.html,craigslist
2024 KTM SX-E 3 MX,"$5,099",bellingham,2024,-1,6/13,https://seattle.craigslist.org/sno/mcd/d/bellingham-2024-ktm-sx-3-mx/7632005887.html,craigslist
2008 Honda VTX 1300 with Trike kit,"$7,200",seattle,2008,12k mi,6/13,https://seattle.craigslist.org/see/mcy/d/seattle-2008-honda-vtx-1300-with-trike/7631976387.html,craigslist
2015 FJR1300A,"$10,000",everett,2015,11k mi,6/12,https://seattle.craigslist.org/sno/mcy/d/everett-2015-fjr1300a/7631960472.html,craigslist
2005 Suzuki gsxr 600RR,"$5,500",marysville,2005,20k mi,6/12,https://seattle.craigslist.org/see/mcy/d/marysville-2005-suzuki-gsxr-600rr/7631956631.html,craigslist
2009 Buell Firebolt,"$4,950",lynnwood,2009,"5,300mi",6/12,https://seattle.craigslist.org/sno/mcy/d/lynnwood-2009-buell-firebolt/7631950585.html,craigslist
2019 Honda CB500F,"$4,999",seattle,2019,"2,404mi",6/12,https://seattle.craigslist.org/see/mcy/d/seattle-2019-honda-cb500f/7631943400.html,craigslist
2015 Harley Davidson Street Glide,"$17,000",stanwood,2015,"7,637mi",6/12,https://seattle.craigslist.org/sno/mcy/d/stanwood-2015-harley-davidson-street/7631936044.html,craigslist
1994 Honda Goldwing Aspencade 1500,"$4,200",poulsbo,1994,21k mi,6/12,https://seattle.craigslist.org/kit/mcy/d/poulsbo-1994-honda-goldwing-aspencade/7631927739.html,craigslist
2016 Zero DSR 13.0,"$6,490",clinton,2016,10k mi,6/12,https://seattle.craigslist.org/sno/mcy/d/clinton-2016-zero-dsr-130/7631922703.html,craigslist
1995 Goldwing 1500 SE w/extras!,"$4,000",federal,1995,189k mi,6/12,https://seattle.craigslist.org/skc/mcy/d/federal-way-1995-goldwing-1500-se-extras/7631921213.html,craigslist
Ducati 2018 Pinigale V4 Speciale #190,"$32,000",gig,2018,620mi,6/12,https://seattle.craigslist.org/tac/mcy/d/gig-harbor-ducati-2018-pinigale-v4/7631900718.html,craigslist
2019 Yamaha YZF-R6,"$12,500",puyallup,2019,"2,500mi",6/12,https://seattle.craigslist.org/see/mcy/d/puyallup-2019-yamaha-yzf-r6/7631898524.html,craigslist
2018 WR250R,"$6,000",seattle,2018,"8,567mi",6/12,https://seattle.craigslist.org/see/mcy/d/seattle-2018-wr250r/7631896605.html,craigslist
2005 Harley Davidson Road King Custom,"$8,900",tacoma,2005,33k mi,6/12,https://seattle.craigslist.org/tac/mcy/d/tacoma-2005-harley-davidson-road-king/7631893054.html,craigslist
Super rare 1998 Buell S1W White Lightning low mile beautiful sportbike,"$6,500",seattle,1998,"9,500mi",6/12,https://seattle.craigslist.org/see/mcy/d/seattle-super-rare-1998-buell-s1w-white/7631886875.html,craigslist
2022 Triumph T120 Bonneville,"$11,500",hansville,2022,"1,165mi",6/12,https://seattle.craigslist.org/kit/mcy/d/hansville-2022-triumph-t120-bonneville/7631886184.html,craigslist
Rare 2003 BMW F650GS Dakar with 2007 2 spark engine,"$3,450",seattle,2003,16k mi,6/12,https://seattle.craigslist.org/see/mcy/d/seattle-rare-2003-bmw-f650gs-dakar-with/7631884304.html,craigslist
1978 Rare Harley Davidson Electra Glide FLH 1200,"$13,500",seattle,1978,14k mi,6/12,https://seattle.craigslist.org/see/mcy/d/seattle-1978-rare-harley-davidson/7631879895.html,craigslist
2010 Harley Ultra Limited,"$7,000",lake,2010,73k mi,6/12,https://seattle.craigslist.org/sno/mcy/d/lake-stevens-2010-harley-ultra-limited/7631873440.html,craigslist
2013 Harley Davidson Street Bob,"$9,999",snohomish,2013,"2,601mi",6/12,https://seattle.craigslist.org/sno/mcy/d/snohomish-2013-harley-davidson-street/7631867699.html,craigslist
2008 Harley Davidson Dyna Super Glide,"$9,200",sammamish,2008,"4,220mi",6/12,https://seattle.craigslist.org/est/mcy/d/sammamish-2008-harley-davidson-dyna/7631861902.html,craigslist
2007 Harley Davidson Road King,"$7,500",marysville,2007,52k mi,6/12,https://seattle.craigslist.org/sno/mcy/d/marysville-2007-harley-davidson-road/7631834396.html,craigslist
2023 KTM 890 Adventure R,"$15,199",bremerton,2023,-1,6/12,https://seattle.craigslist.org/tac/mcd/d/bremerton-2023-ktm-890-adventure/7631828108.html,craigslist
2022 Honda CRF450R,"$9,599",lakewood,2022,-1,6/12,https://seattle.craigslist.org/tac/mcd/d/lakewood-2022-honda-crf450r/7631820777.html,craigslist
BMW R1250RT,"$16,900",seattle,-1,"7,950mi",6/12,https://seattle.craigslist.org/see/mcy/d/seattle-bmw-r1250rt/7631820350.html,craigslist
1985 Yamaha RZ350 rz 350 2 stroke,"$5,499",edmonds,1985,"9,500mi",6/12,https://seattle.craigslist.org/see/mcy/d/edmonds-1985-yamaha-rz350-rz-stroke/7631812267.html,craigslist
2003 Harley Road King 100 Year Anniversary Edition,"$8,450",granite,2003,17k mi,6/12,https://seattle.craigslist.org/see/mcy/d/granite-falls-2003-harley-road-king-100/7631811226.html,craigslist
2011 harley  road glide ultra,"$11,000",chehalis,2011,28k mi,6/12,https://seattle.craigslist.org/oly/mcy/d/chehalis-2011-harley-road-glide-ultra/7631809875.html,craigslist
2005 Ducati ST3 ST 3,"$3,999",mercer,2005,26k mi,6/12,https://seattle.craigslist.org/est/mcy/d/mercer-island-2005-ducati-st3-st/7631794268.html,craigslist
2000 Goldwing Anniversary Edition,"$3,700",north,2000,55k mi,6/12,https://seattle.craigslist.org/sno/mcy/d/north-lakewood-2000-goldwing/7631778230.html,craigslist
$154/mo - 2017 Honda CRF1000L CRF 1000 L CRF-1000-L AfricaTwin,"$9,999",everett,2017,10k mi,6/12,https://seattle.craigslist.org/see/mcd/d/everett-154-mo-honda-crf1000l-crf-1000/7631773533.html,craigslist
2023 Husqvarna TC 125,"$7,299",bremerton,2023,-1,6/12,https://seattle.craigslist.org/tac/mcd/d/bremerton-2023-husqvarna-tc-125/7631772608.html,craigslist
2011 F650 GS BMW,"$5,500",winthrop,2011,36k mi,6/12,https://seattle.craigslist.org/see/mcy/d/winthrop-2011-f650-gs-bmw/7631757646.html,craigslist
2020 Husqvarna Vitpilen 701- LOW MILES!!!!,"$9,999",seattle,2020,784mi,6/12,https://seattle.craigslist.org/see/mcd/d/seattle-2020-husqvarna-vitpilen-701-low/7631748233.html,craigslist
ON SALE-Brand New 2020 Kymco Like 50i Scooter MSRP $2599 Sale Price,"$2,349",kirkland,2020,1mi,6/12,https://seattle.craigslist.org/see/mcd/d/kirkland-on-sale-brand-new-2020-kymco/7631740932.html,craigslist
ON SALE- Brand New Kymco Like 50i Scooter MSRP $2599 Sale Price,"$2,349",kirkland,2599,1mi,6/12,https://seattle.craigslist.org/see/mcd/d/kirkland-on-sale-brand-new-kymco-like/7631740695.html,craigslist
2018 Triumph 1200 XRT,"$15,100",seattle,2018,16k mi,6/12,https://seattle.craigslist.org/see/mcd/d/seattle-2018-triumph-1200-xrt/7631727391.html,craigslist
2005 Suzuki VS800K5,"$3,550",seattle,2005,18k mi,6/12,https://seattle.craigslist.org/see/mcd/d/seattle-2005-suzuki-vs800k5/7631727121.html,craigslist
2023 ZERO DSRX,"$21,999",seattle,2023,6mi,6/12,https://seattle.craigslist.org/see/mcd/d/seattle-2023-zero-dsrx/7631719728.html,craigslist
2023 ZERO FXE,"$9,995",kent,2023,10mi,6/12,https://seattle.craigslist.org/see/mcd/d/kent-2023-zero-fxe/7631719372.html,craigslist
2020 Harley Davidson- FAT BOB- concept motorcycle,"$20,999",seattle,2020,"1,607mi",6/12,https://seattle.craigslist.org/see/mcd/d/seattle-2020-harley-davidson-fat-bob/7631719211.html,craigslist
2021 Harley-Davidson Iron 883,"$8,495",kent,2021,695mi,6/12,https://seattle.craigslist.org/see/mcd/d/kent-2021-harley-davidson-iron-883/7631714551.html,craigslist
2022 ZERO SR,"$18,995",kent,2022,124mi,6/12,https://seattle.craigslist.org/see/mcd/d/kent-2022-zero-sr/7631712962.html,craigslist
2000 HONDA GOLD WING 1500 SE,"$5,500",tacoma,2000,27k mi,6/12,https://seattle.craigslist.org/see/mcy/d/tacoma-2000-honda-gold-wing-1500-se/7631706564.html,craigslist
Harley Davidson 2011 FLTRUSE CVO Road Glide,"$16,250",la,2011,21k mi,6/12,https://seattle.craigslist.org/est/mcy/d/la-conner-harley-davidson-2011-fltruse/7631700249.html,craigslist
2003 CR125R,"$2,999",snohomish,2003,-1,6/12,https://seattle.craigslist.org/sno/mcy/d/snohomish-2003-cr125r/7631698266.html,craigslist
Two mobility scooters for sale,"$2,600",renton,-1,50mi,6/12,https://seattle.craigslist.org/kit/mcy/d/renton-two-mobility-scooters-for-sale/7631487756.html,craigslist
2022 CFMoto 650NK,"$5,999",bremerton,2022,-1,6/12,https://seattle.craigslist.org/tac/mcd/d/bremerton-2022-cfmoto-650nk/7631679420.html,craigslist
2005 Honda GL185,"$6,495",olympia,2005,-1,6/12,https://seattle.craigslist.org/oly/mcd/d/olympia-2005-honda-gl185/7631668409.html,craigslist
V twin cruiser,"$2,950",poulsbo,-1,29k mi,6/12,https://seattle.craigslist.org/kit/mcy/d/poulsbo-twin-cruiser/7631651562.html,craigslist
2019 Venice Vanderhall,"$20,495",federal,2019,16k mi,6/12,https://seattle.craigslist.org/tac/mcd/d/federal-way-2019-venice-vanderhall/7631646412.html,craigslist
2005 Harley Davidson Softail Deluxe,"$12,900",centralia,2005,10k mi,6/12,https://seattle.craigslist.org/see/mcy/d/centralia-2005-harley-davidson-softail/7631645608.html,craigslist
2003 PRICE REDUCED! Harley Davidson Fat Boy,"$10,000",eatonville,2003,26k mi,6/12,https://seattle.craigslist.org/tac/mcy/d/eatonville-2003-price-reduced-harley/7631634088.html,craigslist
2007 Suzuki V-Strom 650 ABS,"$6,299",kent,2007,-1,6/12,https://seattle.craigslist.org/see/mcd/d/kent-2007-suzuki-strom-650-abs/7631633773.html,craigslist
2002 Suzuki  GSXR GSX-R600MKS Telefonica GSXR600,"$6,299",kent,2002,-1,6/12,https://seattle.craigslist.org/see/mcd/d/kent-2002-suzuki-gsxr-gsx-r600mks/7631629492.html,craigslist
2016 Harley-Davidson Dyna Street Bob,"$13,999",silverdale,2016,-1,6/12,https://seattle.craigslist.org/kit/mcd/d/silverdale-2016-harley-davidson-dyna/7631622384.html,craigslist
2022 Harley-Davidson Softail Street Bob 114,"$16,999",tacoma,2022,"1,959mi",6/12,https://seattle.craigslist.org/tac/mcd/d/tacoma-2022-harley-davidson-softail/7631622363.html,craigslist
2023 Husqvarna 701 Supermoto Supermoto,"$12,999",bellingham,2023,-1,6/12,https://seattle.craigslist.org/sno/mcd/d/bellingham-2023-husqvarna-701-supermoto/7631603050.html,craigslist
2023 Kawasaki Z900RS Cafe Retro,"$11,399",bellingham,2023,-1,6/12,https://seattle.craigslist.org/sno/mcd/d/bellingham-2023-kawasaki-z900rs-cafe/7631603001.html,craigslist
2023 KTM 690 Enduro R Travel,"$12,999",bellingham,2023,-1,6/12,https://seattle.craigslist.org/sno/mcd/d/bellingham-2023-ktm-690-enduro-travel/7631602990.html,craigslist
2023 KTM 890 Adventure Travel,"$13,949",bellingham,2023,-1,6/12,https://seattle.craigslist.org/sno/mcd/d/bellingham-2023-ktm-890-adventure-travel/7631602972.html,craigslist
2023 KTM 690 SMC R SuperMoto,"$12,999",bellingham,2023,-1,6/12,https://seattle.craigslist.org/sno/mcd/d/bellingham-2023-ktm-690-smc-supermoto/7631602917.html,craigslist
2023 Kawasaki Z400 ABS Naked,"$4,899",bellingham,2023,-1,6/12,https://seattle.craigslist.org/sno/mcd/d/bellingham-2023-kawasaki-z400-abs-naked/7631602910.html,craigslist
2023 Kawasaki Z650 ABS Naked,"$7,749",bellingham,2023,-1,6/12,https://seattle.craigslist.org/sno/mcd/d/bellingham-2023-kawasaki-z650-abs-naked/7631602865.html,craigslist
2023 GASGAS MC 450F Factory Edition Motocross,"$12,099",bellingham,2023,-1,6/12,https://seattle.craigslist.org/sno/mcd/d/bellingham-2023-gasgas-mc-450f-factory/7631602870.html,craigslist
2016 Harley Davidson Street Glide Special,"$14,500",tacoma,2016,22k mi,6/12,https://seattle.craigslist.org/tac/mcy/d/tacoma-2016-harley-davidson-street/7631570102.html,craigslist
2007 Harley Davidson,$9,kent,2007,36k mi,6/11,https://seattle.craigslist.org/skc/mcy/d/kent-2007-harley-davidson/7631558243.html,craigslist
HONDA  2022!,"$4,200",lynnwood,2022,335mi,6/11,https://seattle.craigslist.org/sno/mcy/d/lynnwood-honda-2022/7631557310.html,craigslist
2014 Harley Davidson Breakout,"$15,900",snoqualmie,2014,750mi,6/11,https://seattle.craigslist.org/est/mcy/d/snoqualmie-2014-harley-davidson-breakout/7631546980.html,craigslist
‘06 Harley Road King Custom,"$7,900",bonney,-1,21k mi,6/11,https://seattle.craigslist.org/tac/mcy/d/bonney-lake-06-harley-road-king-custom/7631523845.html,craigslist
1996 Harley FXD /Widowmaker Pro Street,"$17,500",north,1996,100mi,6/11,https://seattle.craigslist.org/sno/mcy/d/north-lakewood-1996-harley-fxd/7631522972.html,craigslist
2002 Police BMW R1150RTP,"$5,900",sammamish,2002,65k mi,6/11,https://seattle.craigslist.org/see/mcy/d/sammamish-2002-police-bmw-r1150rtp/7631511985.html,craigslist
2009 Harley Davidson,"$9,200",roy,2009,31k mi,6/11,https://seattle.craigslist.org/tac/mcy/d/roy-2009-harley-davidson/7631510616.html,craigslist
Laverda 750 SF2,"$13,500",ashland,-1,17k mi,6/11,https://seattle.craigslist.org/see/mcy/d/ashland-laverda-750-sf2/7631504556.html,craigslist
2002 Honda Reflex 250cc Scooter,"$1,500",seattle,2002,25k mi,6/11,https://seattle.craigslist.org/see/mcy/d/seattle-2002-honda-reflex-250cc-scooter/7631489549.html,craigslist
Honda VFR1200F DCT,"$8,500",puyallup,-1,"8,400mi",6/11,https://seattle.craigslist.org/skc/mcy/d/puyallup-honda-vfr1200f-dct/7631488963.html,craigslist
Honda VFR1200F DCT,"$7,500",puyallup,-1,"8,400mi",6/11,https://seattle.craigslist.org/skc/mcy/d/puyallup-honda-vfr1200f-dct/7631488762.html,craigslist
Ct70  Honda trail with plates and titles,$3,roslyn,-1,"1,850mi",6/11,https://seattle.craigslist.org/see/mcy/d/roslyn-ct70-honda-trail-with-plates-and/7631477691.html,craigslist
KTM 350 EXC-F 2012,"$6,500",tacoma,2012,"4,036mi",6/11,https://seattle.craigslist.org/tac/mcy/d/tacoma-ktm-350-exc-2012/7631468477.html,craigslist
2022 Vespa Premavera 150. 110 miles on her,"$5,500",rainier,2022,110mi,6/11,https://seattle.craigslist.org/oly/mcy/d/rainier-2022-vespa-premavera-miles-on/7631463631.html,craigslist
